,composite_chain_id,coref_chain,dataset,subtopic,language,mentions,phrasing_diversity,unique_lemmas
252,GRA2XjUXzRhirZ853PP8/MEANTIME//,GRA2XjUXzRhirZ853PP8,MEANTIME,,,3,1.333,3
253,GRA2igFdhubRpNiYQWSw/MEANTIME//,GRA2igFdhubRpNiYQWSw,MEANTIME,,,3,3.0,3
254,GRA2p62xsZRAS7sTqLL6/MEANTIME//,GRA2p62xsZRAS7sTqLL6,MEANTIME,,,3,1.333,3
255,GRA2tNZcayCDZMbV98xa/MEANTIME//,GRA2tNZcayCDZMbV98xa,MEANTIME,,,1,1.0,1
256,GRA2ufMJFjUn7pzENzGq/MEANTIME//,GRA2ufMJFjUn7pzENzGq,MEANTIME,,,1,1.0,1
257,GRA2whR7ufTsaCChoqSN/MEANTIME//,GRA2whR7ufTsaCChoqSN,MEANTIME,,,3,1.333,3
258,GRA2xSAkgF92sX3kGH8U/MEANTIME//,GRA2xSAkgF92sX3kGH8U,MEANTIME,,,3,1.333,3
259,GRA35koWmGPA9NuJd7WH/MEANTIME//,GRA35koWmGPA9NuJd7WH,MEANTIME,,,1,1.0,1
260,GRA37uvxF8ZZwbe6ZdXi/MEANTIME//,GRA37uvxF8ZZwbe6ZdXi,MEANTIME,,,1,1.0,1
261,GRA38QMfUxYAafmC3o9w/MEANTIME//,GRA38QMfUxYAafmC3o9w,MEANTIME,,,3,1.333,3
262,GRA3KVxPD28ejMr9maho/MEANTIME//,GRA3KVxPD28ejMr9maho,MEANTIME,,,1,1.0,1
263,GRA3M6WHT5mVdYQbYou2/MEANTIME//,GRA3M6WHT5mVdYQbYou2,MEANTIME,,,1,1.0,1
264,GRA3Nvguc5porEAJf8ez/MEANTIME//,GRA3Nvguc5porEAJf8ez,MEANTIME,,,9,9.0,7
265,GRA3aZkfD3YM5ZmuTchZ/MEANTIME//,GRA3aZkfD3YM5ZmuTchZ,MEANTIME,,,3,1.333,3
266,GRA3cTS4x7uZUV73r7QE/MEANTIME//,GRA3cTS4x7uZUV73r7QE,MEANTIME,,,1,1.0,1
267,GRA3dbKDfTsEsxjmJxrS/MEANTIME//,GRA3dbKDfTsEsxjmJxrS,MEANTIME,,,1,1.0,1
268,GRA3ktm8HmWMktTifA32/MEANTIME//,GRA3ktm8HmWMktTifA32,MEANTIME,,,1,1.0,1
269,GRA46vkHKWrNCK9iEEe9/MEANTIME//,GRA46vkHKWrNCK9iEEe9,MEANTIME,,,3,1.333,3
270,GRA4CeKUDugKwoedk262/MEANTIME//,GRA4CeKUDugKwoedk262,MEANTIME,,,1,1.0,1
271,GRA4E37X5wtDNRVn2xic/MEANTIME//,GRA4E37X5wtDNRVn2xic,MEANTIME,,,1,1.0,1
272,GRA4VJvBcxupEPpQdj8S/MEANTIME//,GRA4VJvBcxupEPpQdj8S,MEANTIME,,,3,3.0,3
273,GRA4WZ6WDrtSDbvBnQmA/MEANTIME//,GRA4WZ6WDrtSDbvBnQmA,MEANTIME,,,3,3.0,3
274,GRA4jcwFfb9aMUTovzzr/MEANTIME//,GRA4jcwFfb9aMUTovzzr,MEANTIME,,,3,1.333,3
275,GRA4kAJg9V54p8hn2kSx/MEANTIME//,GRA4kAJg9V54p8hn2kSx,MEANTIME,,,4,4.0,4
276,GRA4rtjrTsKr6Vg55euK/MEANTIME//,GRA4rtjrTsKr6Vg55euK,MEANTIME,,,2,0.5,2
277,GRA4tLw8RURyKzZsXYZV/MEANTIME//,GRA4tLw8RURyKzZsXYZV,MEANTIME,,,3,3.0,3
278,GRA4uAxYHHjq7Jhbb7oA/MEANTIME//,GRA4uAxYHHjq7Jhbb7oA,MEANTIME,,,1,1.0,1
279,GRA55S6bitVzhwPiz6pt/MEANTIME//,GRA55S6bitVzhwPiz6pt,MEANTIME,,,1,1.0,1
280,GRA57298514330270091/MEANTIME//,GRA57298514330270091,MEANTIME,,,3,3.0,3
281,GRA59Hcw6FU5q6q2gZXN/MEANTIME//,GRA59Hcw6FU5q6q2gZXN,MEANTIME,,,1,1.0,1
282,GRA5BSigWqa4y6JsLViU/MEANTIME//,GRA5BSigWqa4y6JsLViU,MEANTIME,,,1,1.0,1
283,GRA5KWGWRb8vP7wn3HXo/MEANTIME//,GRA5KWGWRb8vP7wn3HXo,MEANTIME,,,3,3.0,3
284,GRA5PFoPaajbes4rhjr7/MEANTIME//,GRA5PFoPaajbes4rhjr7,MEANTIME,,,3,1.333,3
285,GRA5PjmwsPspEjzttMjF/MEANTIME//,GRA5PjmwsPspEjzttMjF,MEANTIME,,,6,2.0,4
286,GRA5RBFkACeNaHueBPG4/MEANTIME//,GRA5RBFkACeNaHueBPG4,MEANTIME,,,1,1.0,1
287,GRA5UkkbTT7gYkcPa923/MEANTIME//,GRA5UkkbTT7gYkcPa923,MEANTIME,,,2,2.0,2
288,GRA5Vkxdmsu7Yv2JiE2M/MEANTIME//,GRA5Vkxdmsu7Yv2JiE2M,MEANTIME,,,1,1.0,1
289,GRA5eEYsmvbHk3HwAbcd/MEANTIME//,GRA5eEYsmvbHk3HwAbcd,MEANTIME,,,1,1.0,1
290,GRA5fs8Yw78qE6ju93At/MEANTIME//,GRA5fs8Yw78qE6ju93At,MEANTIME,,,6,6.0,4
291,GRA5jWSwb6d39oeuFEgQ/MEANTIME//,GRA5jWSwb6d39oeuFEgQ,MEANTIME,,,3,3.0,3
292,GRA5jue7M6eipguEkNAN/MEANTIME//,GRA5jue7M6eipguEkNAN,MEANTIME,,,3,1.333,3
293,GRA5kGdynZeNVRZbYkBy/MEANTIME//,GRA5kGdynZeNVRZbYkBy,MEANTIME,,,1,1.0,1
294,GRA68BcbxoPatyyrkJBm/MEANTIME//,GRA68BcbxoPatyyrkJBm,MEANTIME,,,1,1.0,1
295,GRA69ftqWumMCmkePGUK/MEANTIME//,GRA69ftqWumMCmkePGUK,MEANTIME,,,2,2.0,2
296,GRA6Er9ywmudPbTNeAnQ/MEANTIME//,GRA6Er9ywmudPbTNeAnQ,MEANTIME,,,1,1.0,1
297,GRA6aYNQtbbFru9GKPCx/MEANTIME//,GRA6aYNQtbbFru9GKPCx,MEANTIME,,,1,1.0,1
298,GRA6axiobbF4kQmECpp9/MEANTIME//,GRA6axiobbF4kQmECpp9,MEANTIME,,,1,1.0,1
299,GRA6gbMjk4kwoBYCE77z/MEANTIME//,GRA6gbMjk4kwoBYCE77z,MEANTIME,,,3,3.0,3
300,GRA6kG4ekzwiu5UQwuch/MEANTIME//,GRA6kG4ekzwiu5UQwuch,MEANTIME,,,1,1.0,1
301,GRA6pFQbH984zvZuBF6B/MEANTIME//,GRA6pFQbH984zvZuBF6B,MEANTIME,,,3,3.0,3
302,GRA6qL3SfzEGUSW9FVNj/MEANTIME//,GRA6qL3SfzEGUSW9FVNj,MEANTIME,,,3,3.0,3
303,GRA6sJhxkmw5QhWd9knr/MEANTIME//,GRA6sJhxkmw5QhWd9knr,MEANTIME,,,1,1.0,1
304,GRA6xfGtg6PdMJqL5ynB/MEANTIME//,GRA6xfGtg6PdMJqL5ynB,MEANTIME,,,4,2.25,4
305,GRA74L3EacokVmaRNC4i/MEANTIME//,GRA74L3EacokVmaRNC4i,MEANTIME,,,3,3.0,3
306,GRA74rYXht7CKqNYfwMC/MEANTIME//,GRA74rYXht7CKqNYfwMC,MEANTIME,,,1,1.0,1
307,GRA7Dc6Fp24UUAstkTH6/MEANTIME//,GRA7Dc6Fp24UUAstkTH6,MEANTIME,,,1,1.0,1
308,GRA7EEXQdWwNk4K83Cts/MEANTIME//,GRA7EEXQdWwNk4K83Cts,MEANTIME,,,3,3.0,3
309,GRA7KSe54TmJo4ZrQQBc/MEANTIME//,GRA7KSe54TmJo4ZrQQBc,MEANTIME,,,1,1.0,1
310,GRA7Np44Z6CFfsTKKJa3/MEANTIME//,GRA7Np44Z6CFfsTKKJa3,MEANTIME,,,1,1.0,1
311,GRA7VYsaR4bjN7wLuVbc/MEANTIME//,GRA7VYsaR4bjN7wLuVbc,MEANTIME,,,3,1.333,3
312,GRA7WPEkjicTs2HixdZF/MEANTIME//,GRA7WPEkjicTs2HixdZF,MEANTIME,,,3,3.0,3
313,GRA7bf5Q4Rec2WGrX7AN/MEANTIME//,GRA7bf5Q4Rec2WGrX7AN,MEANTIME,,,3,1.333,3
314,GRA7bqCCVa9azE2FwahA/MEANTIME//,GRA7bqCCVa9azE2FwahA,MEANTIME,,,3,3.0,3
315,GRA7kcMpbfp4cwaVGD6p/MEANTIME//,GRA7kcMpbfp4cwaVGD6p,MEANTIME,,,1,1.0,1
316,GRA7pejM8Hs2CPP7D484/MEANTIME//,GRA7pejM8Hs2CPP7D484,MEANTIME,,,1,1.0,1
317,GRA7uBz6iHtcyLJndgtB/MEANTIME//,GRA7uBz6iHtcyLJndgtB,MEANTIME,,,1,1.0,1
318,GRA7uYsdtPJVLYSi7LLT/MEANTIME//,GRA7uYsdtPJVLYSi7LLT,MEANTIME,,,6,1.5,5
319,GRA7vQ2fMNrgb8Hi6pZu/MEANTIME//,GRA7vQ2fMNrgb8Hi6pZu,MEANTIME,,,3,3.0,3
320,GRA83AVAAsBLjS4cteBF/MEANTIME//,GRA83AVAAsBLjS4cteBF,MEANTIME,,,2,2.0,2
321,GRA85QHLqh8yQxvqWn6g/MEANTIME//,GRA85QHLqh8yQxvqWn6g,MEANTIME,,,2,2.0,2
322,GRA85nsqawep6DZ8QoPu/MEANTIME//,GRA85nsqawep6DZ8QoPu,MEANTIME,,,1,1.0,1
323,GRA8EGzwsuR6sumhJCsd/MEANTIME//,GRA8EGzwsuR6sumhJCsd,MEANTIME,,,1,1.0,1
324,GRA8J8iraNgVnmHBhmYh/MEANTIME//,GRA8J8iraNgVnmHBhmYh,MEANTIME,,,3,3.0,3
325,GRA8PkvqhRj5usBPERwc/MEANTIME//,GRA8PkvqhRj5usBPERwc,MEANTIME,,,3,1.333,3
326,GRA8eEijxbFM8T9EQVs4/MEANTIME//,GRA8eEijxbFM8T9EQVs4,MEANTIME,,,3,3.0,3
327,GRA8irifp9tanJHYND3r/MEANTIME//,GRA8irifp9tanJHYND3r,MEANTIME,,,1,1.0,1
328,GRA8jVXYq2xvntkxxMwD/MEANTIME//,GRA8jVXYq2xvntkxxMwD,MEANTIME,,,1,1.0,1
329,GRA8mEUhuSsZZF3ou8Ut/MEANTIME//,GRA8mEUhuSsZZF3ou8Ut,MEANTIME,,,1,1.0,1
330,GRA8nJe27mSdpZUVVNCy/MEANTIME//,GRA8nJe27mSdpZUVVNCy,MEANTIME,,,4,4.0,4
331,GRA8u6eZCRBVr6XXVi6d/MEANTIME//,GRA8u6eZCRBVr6XXVi6d,MEANTIME,,,1,1.0,1
332,GRA8w8583sa3Hue6qTCb/MEANTIME//,GRA8w8583sa3Hue6qTCb,MEANTIME,,,1,1.0,1
333,GRA9Ahyd6ib589qit4Gu/MEANTIME//,GRA9Ahyd6ib589qit4Gu,MEANTIME,,,2,2.0,2
334,GRA9CNkMEDh7MWrTDvPf/MEANTIME//,GRA9CNkMEDh7MWrTDvPf,MEANTIME,,,1,1.0,1
335,GRA9GMGjwsFgYPYw28K8/MEANTIME//,GRA9GMGjwsFgYPYw28K8,MEANTIME,,,1,1.0,1
336,GRA9J8t6jPSFUP9qSKN8/MEANTIME//,GRA9J8t6jPSFUP9qSKN8,MEANTIME,,,1,1.0,1
337,GRA9JtMcqHyHRp2USu62/MEANTIME//,GRA9JtMcqHyHRp2USu62,MEANTIME,,,4,4.0,4
338,GRA9UHZzubwzmfF4air9/MEANTIME//,GRA9UHZzubwzmfF4air9,MEANTIME,,,1,1.0,1
339,GRA9Xv5LRT6fgoKoE5w3/MEANTIME//,GRA9Xv5LRT6fgoKoE5w3,MEANTIME,,,2,2.0,2
340,GRA9aSujAkAAxxedDCeE/MEANTIME//,GRA9aSujAkAAxxedDCeE,MEANTIME,,,1,1.0,1
341,GRA9noSjgpAc428mx72P/MEANTIME//,GRA9noSjgpAc428mx72P,MEANTIME,,,6,4.167,6
342,GRA9okLSiFJcBz3k7Nhd/MEANTIME//,GRA9okLSiFJcBz3k7Nhd,MEANTIME,,,1,1.0,1
343,GRA9xPRNPGCs6vVa3W5u/MEANTIME//,GRA9xPRNPGCs6vVa3W5u,MEANTIME,,,4,4.0,3
344,GRA9xZ59Ky7tCYEykDFJ/MEANTIME//,GRA9xZ59Ky7tCYEykDFJ,MEANTIME,,,3,1.333,3
345,GRAA3ReRnomqsEiU6a7o/MEANTIME//,GRAA3ReRnomqsEiU6a7o,MEANTIME,,,1,1.0,1
346,GRAA8ywHYML2JTDfyVnT/MEANTIME//,GRAA8ywHYML2JTDfyVnT,MEANTIME,,,1,1.0,1
347,GRAACQinbxEvSoLqYmTT/MEANTIME//,GRAACQinbxEvSoLqYmTT,MEANTIME,,,4,2.25,4
348,GRAAEX7ru5EKySGLzEWk/MEANTIME//,GRAAEX7ru5EKySGLzEWk,MEANTIME,,,1,1.0,1
349,GRAAHpVdLEmQXxK8pWdk/MEANTIME//,GRAAHpVdLEmQXxK8pWdk,MEANTIME,,,1,1.0,1
350,GRAALNbZfTj5kvR4xNCQ/MEANTIME//,GRAALNbZfTj5kvR4xNCQ,MEANTIME,,,3,3.0,3
351,GRAAPvWMbUd2UDHzmUog/MEANTIME//,GRAAPvWMbUd2UDHzmUog,MEANTIME,,,1,1.0,1
352,GRAAPxVx6YXihbxubLXU/MEANTIME//,GRAAPxVx6YXihbxubLXU,MEANTIME,,,1,1.0,1
353,GRAAXP8wWcXKVCFYdrKN/MEANTIME//,GRAAXP8wWcXKVCFYdrKN,MEANTIME,,,3,3.0,3
354,GRAAb7FHqqgBgJc8An56/MEANTIME//,GRAAb7FHqqgBgJc8An56,MEANTIME,,,1,1.0,1
355,GRAAbi6cN4VgbSER6fxh/MEANTIME//,GRAAbi6cN4VgbSER6fxh,MEANTIME,,,1,1.0,1
356,GRAAewbcNBxGBRKuEWg5/MEANTIME//,GRAAewbcNBxGBRKuEWg5,MEANTIME,,,1,1.0,1
357,GRAAzwDV65oGm727ubta/MEANTIME//,GRAAzwDV65oGm727ubta,MEANTIME,,,1,1.0,1
358,GRAB8UPmgL8wF8665JHb/MEANTIME//,GRAB8UPmgL8wF8665JHb,MEANTIME,,,1,1.0,1
359,GRABBH87XzhbfAtMdFWe/MEANTIME//,GRABBH87XzhbfAtMdFWe,MEANTIME,,,5,2.8,4
360,GRABDWCw2bADKLK7SVPq/MEANTIME//,GRABDWCw2bADKLK7SVPq,MEANTIME,,,4,1.0,4
361,GRABE9xzX35aM7GSfz4L/MEANTIME//,GRABE9xzX35aM7GSfz4L,MEANTIME,,,3,1.333,3
362,GRABG8ah7WdrDHk3MSS8/MEANTIME//,GRABG8ah7WdrDHk3MSS8,MEANTIME,,,1,1.0,1
363,GRABPqfdJv6PnMA9dFAB/MEANTIME//,GRABPqfdJv6PnMA9dFAB,MEANTIME,,,3,1.333,3
364,GRABR95BsVXS7AFN2dKJ/MEANTIME//,GRABR95BsVXS7AFN2dKJ,MEANTIME,,,3,3.0,3
365,GRABVBaYdw6vhAeM2C9L/MEANTIME//,GRABVBaYdw6vhAeM2C9L,MEANTIME,,,3,3.0,3
366,GRABa6TihJJACsmk4iZK/MEANTIME//,GRABa6TihJJACsmk4iZK,MEANTIME,,,1,1.0,1
367,GRABkBANbZTQ6JSV3CsX/MEANTIME//,GRABkBANbZTQ6JSV3CsX,MEANTIME,,,4,2.25,4
368,GRABs2ctUoeiuHux2YxC/MEANTIME//,GRABs2ctUoeiuHux2YxC,MEANTIME,,,1,1.0,1
369,GRABu6uC2qhPjssdAXaC/MEANTIME//,GRABu6uC2qhPjssdAXaC,MEANTIME,,,2,2.0,2
370,GRABuxWtDsNbCr5GDg6F/MEANTIME//,GRABuxWtDsNbCr5GDg6F,MEANTIME,,,4,4.0,4
371,GRABwfcnaabPhJu8WE82/MEANTIME//,GRABwfcnaabPhJu8WE82,MEANTIME,,,2,2.0,2
372,GRACFy48h79rbtPNwqQd/MEANTIME//,GRACFy48h79rbtPNwqQd,MEANTIME,,,1,1.0,1
373,GRACNzKNhmngrTEJ64w9/MEANTIME//,GRACNzKNhmngrTEJ64w9,MEANTIME,,,1,1.0,1
374,GRACZJF24HN7PKHwUsho/MEANTIME//,GRACZJF24HN7PKHwUsho,MEANTIME,,,1,1.0,1
375,GRACahcuEhHqCHbkbcML/MEANTIME//,GRACahcuEhHqCHbkbcML,MEANTIME,,,1,1.0,1
376,GRACfgXB3FMEHXH2jkHB/MEANTIME//,GRACfgXB3FMEHXH2jkHB,MEANTIME,,,3,3.0,3
377,GRACj2aH3Bbk2N8srG4v/MEANTIME//,GRACj2aH3Bbk2N8srG4v,MEANTIME,,,3,3.0,3
378,GRACmj2WkSp5W8akcacY/MEANTIME//,GRACmj2WkSp5W8akcacY,MEANTIME,,,1,1.0,1
379,GRACpvmzFNnPDqyFRYGK/MEANTIME//,GRACpvmzFNnPDqyFRYGK,MEANTIME,,,3,1.333,3
380,GRACqJXh9sWSMAqLiAiH/MEANTIME//,GRACqJXh9sWSMAqLiAiH,MEANTIME,,,2,2.0,2
381,GRACwg8a7c8b4t9oYY9n/MEANTIME//,GRACwg8a7c8b4t9oYY9n,MEANTIME,,,1,1.0,1
382,GRAD2dJp4u44L3JpSq9m/MEANTIME//,GRAD2dJp4u44L3JpSq9m,MEANTIME,,,2,2.0,2
383,GRAD35jDtLwmLRujLydk/MEANTIME//,GRAD35jDtLwmLRujLydk,MEANTIME,,,2,0.5,2
384,GRAD5G4D3NzrzbwSSits/MEANTIME//,GRAD5G4D3NzrzbwSSits,MEANTIME,,,2,0.5,2
385,GRAD8p9LwDJhnvoUZAuM/MEANTIME//,GRAD8p9LwDJhnvoUZAuM,MEANTIME,,,3,1.333,3
386,GRADRSHHBfPtC3JJaJqq/MEANTIME//,GRADRSHHBfPtC3JJaJqq,MEANTIME,,,1,1.0,1
387,GRADRTjmgDuq6FSikJiU/MEANTIME//,GRADRTjmgDuq6FSikJiU,MEANTIME,,,3,1.333,3
388,GRADWvVjcYJUHa7SSyJj/MEANTIME//,GRADWvVjcYJUHa7SSyJj,MEANTIME,,,3,3.0,3
389,GRADkYA9iTwPFtT6buWE/MEANTIME//,GRADkYA9iTwPFtT6buWE,MEANTIME,,,1,1.0,1
390,GRADktrYD6Lm26DsUwDa/MEANTIME//,GRADktrYD6Lm26DsUwDa,MEANTIME,,,1,1.0,1
391,GRADnzXDKVjfRxH8xqvt/MEANTIME//,GRADnzXDKVjfRxH8xqvt,MEANTIME,,,1,1.0,1
392,GRADqaegVizFSQBYKExG/MEANTIME//,GRADqaegVizFSQBYKExG,MEANTIME,,,1,1.0,1
393,GRADu3qfPSm9PdoVVFDk/MEANTIME//,GRADu3qfPSm9PdoVVFDk,MEANTIME,,,11,8.636,8
394,GRADyMkUu4ZoMidUTxt6/MEANTIME//,GRADyMkUu4ZoMidUTxt6,MEANTIME,,,1,1.0,1
395,GRADzXXqden4acMQMdNr/MEANTIME//,GRADzXXqden4acMQMdNr,MEANTIME,,,1,1.0,1
396,GRAE27BPHqq2YayGKH3f/MEANTIME//,GRAE27BPHqq2YayGKH3f,MEANTIME,,,3,3.0,3
397,GRAED66SM4GpHpfYCVnS/MEANTIME//,GRAED66SM4GpHpfYCVnS,MEANTIME,,,1,1.0,1
398,GRAEGuHgBaVuoM9ckHHY/MEANTIME//,GRAEGuHgBaVuoM9ckHHY,MEANTIME,,,3,1.333,3
399,GRAENSdU2qa3ChZ3cKrH/MEANTIME//,GRAENSdU2qa3ChZ3cKrH,MEANTIME,,,1,1.0,1
400,GRAENYFodwwoc5YBbxLT/MEANTIME//,GRAENYFodwwoc5YBbxLT,MEANTIME,,,3,1.333,3
401,GRAESrxeiKLSWXB6ZtbA/MEANTIME//,GRAESrxeiKLSWXB6ZtbA,MEANTIME,,,3,1.333,3
402,GRAEUV559ESDcj6afyJu/MEANTIME//,GRAEUV559ESDcj6afyJu,MEANTIME,,,1,1.0,1
403,GRAEkrsvFok3x57gyKVc/MEANTIME//,GRAEkrsvFok3x57gyKVc,MEANTIME,,,2,2.0,2
404,GRAEmrnZP9ixhiXfmHKW/MEANTIME//,GRAEmrnZP9ixhiXfmHKW,MEANTIME,,,2,0.0,2
405,GRAEvrpmkL6tMaSgU4rt/MEANTIME//,GRAEvrpmkL6tMaSgU4rt,MEANTIME,,,1,1.0,1
406,GRAF8AVFoikDZaenh2rA/MEANTIME//,GRAF8AVFoikDZaenh2rA,MEANTIME,,,1,1.0,1
407,GRAFJV9yqHfYZ9Yk8NMG/MEANTIME//,GRAFJV9yqHfYZ9Yk8NMG,MEANTIME,,,3,3.0,3
408,GRAFKyR3T49BGhwv7i8M/MEANTIME//,GRAFKyR3T49BGhwv7i8M,MEANTIME,,,2,2.0,2
409,GRAFNkyqk5jTfVrP65UK/MEANTIME//,GRAFNkyqk5jTfVrP65UK,MEANTIME,,,3,3.0,3
410,GRAFQRKcFNfXeTgCgBgk/MEANTIME//,GRAFQRKcFNfXeTgCgBgk,MEANTIME,,,2,2.0,2
411,GRAFRcaxEsByERu4k2oN/MEANTIME//,GRAFRcaxEsByERu4k2oN,MEANTIME,,,1,1.0,1
412,GRAFaJSVvdLtEeTwssrh/MEANTIME//,GRAFaJSVvdLtEeTwssrh,MEANTIME,,,3,3.0,3
413,GRAFdi5howEtjWJDdAx5/MEANTIME//,GRAFdi5howEtjWJDdAx5,MEANTIME,,,1,1.0,1
414,GRAFgbESUQmPwfrJmD5z/MEANTIME//,GRAFgbESUQmPwfrJmD5z,MEANTIME,,,3,3.0,3
415,GRAFhatDBDiecGZrxmYk/MEANTIME//,GRAFhatDBDiecGZrxmYk,MEANTIME,,,1,1.0,1
416,GRAFtAVvqr57ZZLzBta2/MEANTIME//,GRAFtAVvqr57ZZLzBta2,MEANTIME,,,8,4.0,5
417,GRAFtqYf7QogVVFjw2Bv/MEANTIME//,GRAFtqYf7QogVVFjw2Bv,MEANTIME,,,3,3.0,3
418,GRAFy8PGwRwMsbirF3D3/MEANTIME//,GRAFy8PGwRwMsbirF3D3,MEANTIME,,,1,1.0,1
419,GRAG2qavL5Q4eayPor9T/MEANTIME//,GRAG2qavL5Q4eayPor9T,MEANTIME,,,18,8.065,12
420,GRAG53UGyNxY7dy9QoNB/MEANTIME//,GRAG53UGyNxY7dy9QoNB,MEANTIME,,,1,1.0,1
421,GRAG6paPXNemmbyMTftB/MEANTIME//,GRAG6paPXNemmbyMTftB,MEANTIME,,,2,0.5,2
422,GRAG8YkYcBE9vVommKXR/MEANTIME//,GRAG8YkYcBE9vVommKXR,MEANTIME,,,2,0.5,2
423,GRAGAFJyGRwaWimuUQhv/MEANTIME//,GRAGAFJyGRwaWimuUQhv,MEANTIME,,,4,1.0,4
424,GRAGVxX3nyYc73Ba4LWe/MEANTIME//,GRAGVxX3nyYc73Ba4LWe,MEANTIME,,,3,1.333,3
425,GRAGXdtt2ZRoYRQGVPD4/MEANTIME//,GRAGXdtt2ZRoYRQGVPD4,MEANTIME,,,1,1.0,1
426,GRAGc4wfvQQrb6i83mgs/MEANTIME//,GRAGc4wfvQQrb6i83mgs,MEANTIME,,,1,1.0,1
427,GRAGdETuYwbpHDUdxd6V/MEANTIME//,GRAGdETuYwbpHDUdxd6V,MEANTIME,,,1,1.0,1
428,GRAGhc3auKLoNWg6bKyV/MEANTIME//,GRAGhc3auKLoNWg6bKyV,MEANTIME,,,4,1.0,3
429,GRAGieG92BMcKXNvUJnB/MEANTIME//,GRAGieG92BMcKXNvUJnB,MEANTIME,,,3,3.0,3
430,GRAGn3DQKgYomehM7PRN/MEANTIME//,GRAGn3DQKgYomehM7PRN,MEANTIME,,,1,1.0,1
431,GRAGpedAC7pzg7tfX2LP/MEANTIME//,GRAGpedAC7pzg7tfX2LP,MEANTIME,,,3,3.0,3
432,GRAGpfmdSRfW7BMySUid/MEANTIME//,GRAGpfmdSRfW7BMySUid,MEANTIME,,,3,3.0,3
433,GRAGpu9PVqMkUsoPhmnr/MEANTIME//,GRAGpu9PVqMkUsoPhmnr,MEANTIME,,,3,1.333,3
434,GRAGrEjAUMrRsKk9tToJ/MEANTIME//,GRAGrEjAUMrRsKk9tToJ,MEANTIME,,,2,2.0,2
435,GRAGu4bpApBHY3ke5kZn/MEANTIME//,GRAGu4bpApBHY3ke5kZn,MEANTIME,,,1,1.0,1
436,GRAH4m4bKKChXLXahoEY/MEANTIME//,GRAH4m4bKKChXLXahoEY,MEANTIME,,,1,1.0,1
437,GRAH77j7Ea2LfgjtAZdF/MEANTIME//,GRAH77j7Ea2LfgjtAZdF,MEANTIME,,,3,3.0,3
438,GRAHASeED6UbhQsrnRLc/MEANTIME//,GRAHASeED6UbhQsrnRLc,MEANTIME,,,1,1.0,1
439,GRAHBYeffNU6iMqoYT5L/MEANTIME//,GRAHBYeffNU6iMqoYT5L,MEANTIME,,,1,1.0,1
440,GRAHDNCuLQn7iUYPpXRj/MEANTIME//,GRAHDNCuLQn7iUYPpXRj,MEANTIME,,,2,0.5,2
441,GRAHH5BMRam6Nw2H9CYD/MEANTIME//,GRAHH5BMRam6Nw2H9CYD,MEANTIME,,,4,4.0,4
442,GRAHT4tHcuMs99dXXN4V/MEANTIME//,GRAHT4tHcuMs99dXXN4V,MEANTIME,,,1,1.0,1
443,GRAHUYz8EdGrPuwcEeUC/MEANTIME//,GRAHUYz8EdGrPuwcEeUC,MEANTIME,,,1,1.0,1
444,GRAHePb859uSCMnKcPFF/MEANTIME//,GRAHePb859uSCMnKcPFF,MEANTIME,,,1,1.0,1
445,GRAHgwB5JA9Pg9hX7L5k/MEANTIME//,GRAHgwB5JA9Pg9hX7L5k,MEANTIME,,,6,6.0,5
446,GRAHkrsTmKtiaqrdrP9M/MEANTIME//,GRAHkrsTmKtiaqrdrP9M,MEANTIME,,,1,1.0,1
447,GRAJ6wVHu6BhPDqGL8cT/MEANTIME//,GRAJ6wVHu6BhPDqGL8cT,MEANTIME,,,1,1.0,1
448,GRAJ8VAo5woeQizZwFxo/MEANTIME//,GRAJ8VAo5woeQizZwFxo,MEANTIME,,,1,1.0,1
449,GRAJEnh8AKfZ9A5ZSu6o/MEANTIME//,GRAJEnh8AKfZ9A5ZSu6o,MEANTIME,,,1,1.0,1
450,GRAJPq4UtSniX526DPih/MEANTIME//,GRAJPq4UtSniX526DPih,MEANTIME,,,3,1.333,3
451,GRAJQDU7NHr7s2crMRqK/MEANTIME//,GRAJQDU7NHr7s2crMRqK,MEANTIME,,,3,1.333,3
452,GRAJcAqiS2qQwbjZ5nVf/MEANTIME//,GRAJcAqiS2qQwbjZ5nVf,MEANTIME,,,2,2.0,1
453,GRAJeLdBmpDXoK8i5HDq/MEANTIME//,GRAJeLdBmpDXoK8i5HDq,MEANTIME,,,1,1.0,1
454,GRAJrAaSN6cUf35zvkwa/MEANTIME//,GRAJrAaSN6cUf35zvkwa,MEANTIME,,,1,1.0,1
455,GRAJrhTzS5KQreDvrQpY/MEANTIME//,GRAJrhTzS5KQreDvrQpY,MEANTIME,,,1,1.0,1
456,GRAJuenMkGdgknhVvcXZ/MEANTIME//,GRAJuenMkGdgknhVvcXZ,MEANTIME,,,3,3.0,3
457,GRAJvAQgtZbTt3amRyno/MEANTIME//,GRAJvAQgtZbTt3amRyno,MEANTIME,,,4,2.25,4
458,GRAK6XNqCcEdTHHbvaFT/MEANTIME//,GRAK6XNqCcEdTHHbvaFT,MEANTIME,,,1,1.0,1
459,GRAKC2Q2iBJwnAPgNTgs/MEANTIME//,GRAKC2Q2iBJwnAPgNTgs,MEANTIME,,,1,1.0,1
460,GRAKFQPJ6ENF6GxWsKMp/MEANTIME//,GRAKFQPJ6ENF6GxWsKMp,MEANTIME,,,1,1.0,1
